Zlato za 10 000 dolarů?	$10,000 Gold?
Mohou se rozšířit sociální nepokoje, jaké jsme nedávno zaznamenali v Řecku, neboť hospodářský pokles nejspíš neúměrně zasáhne mladé Evropany, kteří si budou hledat zaměstnání v době, kdy jim evropské podniky ve finanční tísni dokážou nabídnout jen málo pracovních míst.	The type of social unrest recently witnessed in Greece may spread, because the downturn is likely to take a disproportionate toll on Europe’s young people, who are seeking jobs at a time when hard-pressed European businesses will be able to offer them very few.
Úkolem pro Unii opět bude obracet zoufalství v naději.	It will fall to the Union, once again, to help transform despair into hope.
My Češi o tom něco víme, jelikož trýznivá ekonomická transformace, jíž jsme prošli v 90. letech minulého století, nás naučila ledacos o tom, jak správné politiky dokážou sevření beznaděje prolamovat.	We Czechs know something about this, as the wrenching economic transition that we underwent in the 1990’s taught us much about how the right policies can break the grip of hopelessness.
Abychom dnešní finanční a ekonomickou krizi zkrotili, Evropa bude muset vytrvat ve spolupráci, již až dosud prokazovala.	To contain today’s financial and economic crisis, Europe will also need to continue the cooperation that it has shown up to this point.
Samotná existence Unie a obzvlášť eura už pomohla zabránit konkurenčním devalvacím a krátkozrakým politikám ožebračujícím okolní státy, které pustošily Evropu během 30. let minulého století – naposledy, co kontinent čelil takto surovému hospodářskému propadu.	The very existence of our Union, and particularly of the euro, has already helped to prevent the competitive devaluations and beggar-thy-neighbor policies that ravaged Europe during the 1930’s – the last time the continent faced so brutal an economic downturn.
Nesmíme ale usnout na vavřínech a doufat, že síly národního egoismu zůstanou pevně na uzdě.	But we cannot be complacent that the forces of national egoism will remain in check.
Populistům jejich obvyklou zteč, že EU je lhostejná k osudu běžných lidí, pro tuto chvíli znemožnil koordinovaný fiskální stimul evropských vlád.	For now, EU governments’ coordinated fiscal stimulus has deprived populists of their usual charge that the EU is indifferent to the fate of individuals.
Bude ovšem zapotřebí další koordinace politik, jednak abychom se vyrovnali s krizí, jednak abychom znovuobnovili normy EU, až se černá mračna začnou protrhávat.	Even more policy coordination will be needed both to confront the crisis and to re-establish EU norms once the storm clouds begin to dissipate.
Je sice pravda, že v těchto mimořádných časech byla flexibilita Paktu stability a růstu rozšířena, ale platí, že úspěch první dekády eura zajistila právě jeho pravidla.	Although it is right that the Stability and Growth Pact has become more flexible in these extraordinary times, its rules did secure a successful first decade for the euro.
Ta je nutné beze změn obnovit, má-li se Evropa vrátit na cestu udržitelného růstu, a za tímto účelem bude zapotřebí už nyní zformovat konsenzus.	These rules must eventually be restored intact if Europe is to return to the path of sustainable growth, and a consensus will need to be forged now to make that happen.
Druhou klíčovou výzvou, s níž se budeme během svého evropského předsednictví potýkat, je Rusko.	The second key challenge that we will face during our European presidency is that of Russia.
Je nezbytné dojednat novou Dohodu o partnerství a spolupráci (DPS) mezi EU a Ruskou federací.	A new Partnership and Cooperation Agreement (PCA) between the EU and the Russian Federation must be negotiated.
Jednání v této věci měla seriózně začít už loni, ale do dění zasáhla válka v Gruzii a odročila je na později.	Those negotiations should have begun seriously last year, but the war in Georgia intervened to put them on hold.
Rozhovory teď byly znovu navázány, ale pozadí našeho vyjednávání se dramaticky změnilo.	Now those talks have resumed, but the background to the negotiations has changed dramatically.
Ruská ekonomika je nyní v mnohem horším stavu než hospodářství členských zemí EU.	Russia’s economy is now in far worse shape than that of EU members.
Ruský rozpočet kvůli propadu světových cen ropy a plynu krvácí a po léta zanedbávané investice do energetického sektoru země způsobují ochabování produkce, ekonomy už dlouho předvídané.	The collapse of world oil and gas prices has wounded Russia’s budget, and lack of investment in the country’s energy sector over the years is now causing the declining production that economists have long predicted.
Až dosud se Rusko o novou DPS zajímalo méně než EU, protože dvě třetiny ruských vývozů do Unie tvoří přírodní zdroje, které vynášejí i bez pevných pravidel, která zajišťuje DPS.	Until now, Russia has cared less about a new PCA than the EU, because two-thirds of Russia’s exports to the Union comprise natural resources, which bring in cash even without the strong rules that a PCA provides.
Vzhledem k neúprosným změnám hospodářských poměrů je teď však v národním zájmu Ruska ubezpečit mezinárodní trhy, že je pro podnikání spolehlivým prostorem, k čemuž by nová DPS posloužila jako ideální signál.	Given the stark changes in economic conditions, however, it is now in Russia’s national interest to reassure international markets that it is a reliable place to do business, for which a new PCA would serve as an ideal signal.
Navíc bez nové DPS by jednotlivé evropské státy mohly považovat za nezbytné usilovat o další bilaterální dohody s Ruskem.	Moreover, without a new PCA, individual European countries may feel it necessary to seek even more bilateral agreements with Russia.
Ostatně mnohé členské země EU se už nějakou dobu předhánějí, aby zjistily, kdo se uvnitř Unie stane nejbližším přítelem Ruska.	Indeed, many EU members have been in a race with each other to see who will be Russia’s closest friend in the Union.
Dvojstranné dohody, které z těchto dostihů pramení, však vznikají občas na úkor ostatních členů Unie a mohou narušovat rovnováhu vztahů uvnitř Unie jako celku. Pevné základy pro bilaterální i celounijní vztahy s Ruskem dokáže zajistit jedině principiální rámec EU.	But the bilateral deals that have emerged from this race sometimes come at the expense of other Union members, and may unbalance relations within the Union as a whole. Only a rules-based EU framework can provide a firm foundation for both bilateral and Union-wide relations with Russia.
Hlavní silou Evropy v zahraniční politice není její oddanost multilateralismu založenému na pravidlech, navzdory jeho nepochybnému významu, nýbrž jednota.	Europe’s main strength in foreign policy is not its commitment to a rules-based multilateralism, important as that undoubtedly is, but its unity.
Když propukla gruzínská krize, Evropa se sjednotila kolem společného postoje ohledně ruského stažení.	When the Georgia crisis erupted, Europe united around a single position on Russia’s withdrawal.
